0.03	0.0
0.05	0.0
0.07	0.0
0.09	0.0
0.11	0.0
0.13	0.0
0.15	0.0
0.17	0.0
0.19	0.0
0.21	0.0
0.23	0.0
0.25	0.0
0.27	0.0
0.29	0.0
0.31	0.0
0.33	0.0
0.35	0.0
0.37	0.0
0.39	0.0
0.41	0.0
0.43	0.0
0.45	0.0
0.47	0.0
0.49	0.0
0.51	0.0
0.53	0.0
0.55	0.0
0.57	0.0
0.59	0.0
0.61	0.0
0.63	0.0
0.65	0.0
0.67	0.0
0.69	0.0
0.71	0.0
0.73	0.0
0.75	0.0
0.77	0.0
0.79	0.0
0.81	0.0
0.83	0.0
0.85	0.0
0.87	0.0
0.89	0.0
0.91	0.0
0.93	0.0
0.95	0.0
0.97	0.0
0.99	0.0
1.01	1.807551
1.03	1.778197
1.05	1.754518
1.07	1.731029
1.09	1.71233
1.11	1.688129
1.13	1.671738
1.15	1.650533
1.17	1.628798
1.19	1.61808
1.21	1.604111
1.23	1.588028
1.25	1.572661
1.27	1.564243
1.29	1.559469
1.31	1.550566
1.33	1.538683
1.35	1.530671
1.37	1.528047
1.39	1.51501
1.41	1.518036
1.43	1.50691
1.45	1.507837
1.47	1.507214
1.49	1.505362
1.51	0.835295
1.53	0.837151
1.55	0.834692
1.57	0.83632
1.59	0.837707
1.61	0.842929
1.63	0.843706
1.65	0.846419
1.67	0.849992
1.69	0.85536
1.71	0.86202
1.73	0.865669
1.75	0.872009
1.77	0.879211
1.79	0.884392
1.81	0.894128
1.83	0.902341
1.85	0.911301
1.87	0.917161
1.89	0.930442
1.91	0.938485
1.93	0.94938
1.95	0.960336
1.97	0.972546
1.99	0.98368
2.01	0.99598
2.03	1.006337
2.05	1.013511
2.07	1.025024
2.09	1.03267
2.11	1.041443
2.13	1.047408
2.15	1.053395
2.17	1.059551
2.19	1.061386
2.21	1.066727
2.23	1.067803
2.25	1.068886
2.27	1.069636
2.29	1.071837
2.31	1.069332
2.33	1.071606
2.35	1.068261
2.37	1.065582
2.39	1.06436
2.41	1.060026
2.43	1.057131
2.45	1.054474
2.47	1.047844
2.49	1.041352
2.51	1.035819
2.53	1.029141
2.55	1.024642
2.57	1.020312
2.59	1.013574
2.61	1.011643
2.63	1.005973
2.65	1.004217
2.67	1.001402
2.69	0.997984
2.71	0.996194
2.73	0.994896
2.75	0.991766
2.77	0.991114
2.79	0.991091
2.81	0.988984
2.83	0.98968
2.85	0.987695
2.87	0.987294
2.89	0.990046
2.91	0.989197
2.93	0.989573
2.95	0.991638
2.97	0.992411
2.99	0.995415
